open,high,low,close,volume,marketCap,CirculatingSupply,SupplyGrowthRate,timestamp
1.220460057,1.308159947,1.168009996,1.220289946,2462630,93117298.09,76307518.88,0.033134477,2016-01-16 23:59:59.999000+00:00
1.221469998,1.328830004,1.20776999,1.327469945,1171150,101329330.1,76332673.66,0.032965007,2016-01-17 23:59:59.999000+00:00
1.332309961,1.542899966,1.322219968,1.426339984,4278930,108912541.7,76358051.32,0.033246137,2016-01-18 23:59:59.999000+00:00
1.422610045,1.46468997,1.305009961,1.371389985,2446740,104750745.9,76382901.32,0.032544049,2016-01-19 23:59:59.999000+00:00
1.363180041,1.619240046,1.353710055,1.531820059,2933220,117043471.8,76408107.54,0.032999816,2016-01-20 23:59:59.999000+00:00
1.532699943,1.585489988,1.486690044,1.553570032,1614960,118743869,76432903.93,0.03245256,2016-01-21 23:59:59.999000+00:00
1.547029972,1.581459999,1.465880036,1.501270056,1567240,114784064.9,76457972.66,0.032798355,2016-01-22 23:59:59.999000+00:00
1.504119992,2.030119896,1.49605,1.972669959,7370980,150874911.8,76482592.09,0.032199947,2016-01-23 23:59:59.999000+00:00
1.900539994,2.298419952,1.900539994,2.141200066,9669770,163819883.5,76508443.14,0.033799915,2016-01-24 23:59:59.999000+00:00
2.14763999,2.662580013,2.056139946,2.499269962,10739300,191276219.8,76532836.67,0.031883451,2016-01-25 23:59:59.999000+00:00
2.532740116,2.836990118,1.99477005,2.276370049,13939200,174275655.9,76558578.86,0.033635476,2016-01-26 23:59:59.999000+00:00
2.2474401,2.594939947,2.188649893,2.388550043,6961080,182923579.8,76583524.11,0.032583223,2016-01-27 23:59:59.999000+00:00
2.406450033,2.684669972,2.342030048,2.526489973,4903850,193551355.7,76608796.3,0.032999519,2016-01-28 23:59:59.999000+00:00
2.542979956,2.606770039,2.303900003,2.49496007,6662340,191198054.8,76633713.34,0.032525036,2016-01-29 23:59:59.999000+00:00
2.507719994,2.611809969,2.398920059,2.445060015,3725080,187435391.2,76658810.03,0.032748888,2016-01-30 23:59:59.999000+00:00
2.443150044,2.530970097,2.186350107,2.306040049,5847500,176834423.9,76683153.87,0.031756086,2016-01-31 23:59:59.999000+00:00
2.319689989,2.319689989,2.116309881,2.211689949,3994100,169654870.5,76708252.25,0.032729979,2016-02-01 23:59:59.999000+00:00
2.215189934,2.448980093,2.157200098,2.439640045,3451270,187200921.7,76733009.07,0.032274002,2016-02-02 23:59:59.999000+00:00
2.431930065,2.540169954,2.341619968,2.5286901,3987750,194099729.6,76759002.46,0.033875105,2016-02-03 23:59:59.999000+00:00
2.529030085,2.629539967,2.436460018,2.578039885,3552320,197953036.7,76784318.91,0.032981741,2016-02-04 23:59:59.999000+00:00
2.570349932,2.606179953,2.470920086,2.538990021,2636700,195018591.8,76809514.88,0.03281395,2016-02-05 23:59:59.999000+00:00
2.533819914,2.561150074,2.472009897,2.534460068,1921240,194733892.1,76834468.44,0.032487585,2016-02-06 23:59:59.999000+00:00
2.536410093,3.058190107,2.536380053,2.964339972,7007060,227838892.3,76859906.24,0.033107275,2016-02-07 23:59:59.999000+00:00
2.97300005,3.274280071,2.875370026,3.17979002,9725690,244479014.3,76885270.02,0.033000021,2016-02-08 23:59:59.999000+00:00
3.174989939,4.044640064,3.168750048,4.044640064,17954000,311075408.1,76910529.29,0.032853193,2016-02-09 23:59:59.999000+00:00
4.000549793,4.861440182,3.78309989,4.436260223,28640400,341305129.3,76935326.64,0.032241813,2016-02-10 23:59:59.999000+00:00
4.496819973,6.292230129,4.338300228,6.013100147,26408200,462770854.8,76960443.61,0.03264687,2016-02-11 23:59:59.999000+00:00
5.946149826,6.582749844,5.070759773,5.546979904,23360800,427037697.2,76985621.83,0.032715793,2016-02-12 23:59:59.999000+00:00
5.685050011,5.719540119,4.190000057,5.385320187,24218800,414729231.3,77011062.83,0.033046432,2016-02-13 23:59:59.999000+00:00
5.404329777,5.465060234,4.445710182,5.239729881,11226500,403647764.3,77035987.25,0.032364721,2016-02-14 23:59:59.999000+00:00
5.330530167,5.88699007,5.018559933,5.288350105,13934200,407524960.3,77060888.97,0.032324796,2016-02-15 23:59:59.999000+00:00
5.328320026,5.474860191,4.033840179,4.315289974,15889100,332648533.4,77086020.96,0.032613158,2016-02-16 23:59:59.999000+00:00
4.289169788,4.767069817,3.497370005,3.757240057,15451000,289721943,77110309.32,0.031508126,2016-02-17 23:59:59.999000+00:00
3.774699926,4.770569801,3.420880079,4.399129868,17054000,339328346.5,77135332.82,0.032451561,2016-02-18 23:59:59.999000+00:00
4.384789944,4.793220043,4.274690151,4.737889767,7666320,365577845.3,77160479.3,0.032600467,2016-02-19 23:59:59.999000+00:00
4.682199955,4.754059792,4.12706995,4.341330051,8631090,335088727.4,77185729.6,0.032724387,2016-02-20 23:59:59.999000+00:00
4.360549927,4.711510181,4.227610111,4.653619766,6413550,359310563.1,77210984.39,0.03271951,2016-02-21 23:59:59.999000+00:00
4.664949894,5.645709992,4.635250092,5.616499901,15056200,433798973.6,77236531.87,0.033087885,2016-02-22 23:59:59.999000+00:00
5.684929848,5.947639942,5.387819767,5.586209774,13380600,431598156.7,77261358.62,0.032143798,2016-02-23 23:59:59.999000+00:00
5.60405016,6.236470223,5.509250164,6.236470223,11426500,481995066.5,77286517.74,0.032563641,2016-02-24 23:59:59.999000+00:00
6.186709881,6.647409916,5.551239967,6.104800224,21471800,471975063.7,77312122.65,0.033129865,2016-02-25 23:59:59.999000+00:00
6.037829876,6.268750191,5.739049912,5.92166996,9526860,457966534.8,77337396.02,0.032690043,2016-02-26 23:59:59.999000+00:00
5.963079929,6.526919842,5.920519829,6.425859928,8903210,497119697.8,77362361.36,0.032281071,2016-02-27 23:59:59.999000+00:00
6.405509949,6.619339943,6.238369942,6.468349934,9851660,500569665.2,77387536.28,0.032541563,2016-02-28 23:59:59.999000+00:00
6.455649853,6.614510059,6.054289818,6.33698988,7648020,490556569.9,77411606.96,0.031104076,2016-02-29 23:59:59.999000+00:00
6.319310188,7.908639908,6.308849812,7.653689861,23098100,592677992.7,77436896.9,0.032669447,2016-03-01 23:59:59.999000+00:00
7.633029938,8.75345993,7.371300221,8.465390205,29130200,655748795.7,77462323.63,0.032835413,2016-03-02 23:59:59.999000+00:00
8.442290306,10.09739971,8.332030296,9.294150353,40314900,720179291,77487372.56,0.032336918,2016-03-03 23:59:59.999000+00:00
9.240559578,10.40600014,8.479419708,10.40600014,35520100,806593727.4,77512369.45,0.032259319,2016-03-04 23:59:59.999000+00:00
10.37030029,12.27400017,9.972900391,11.00370026,56439600,853205226.2,77538028.67,0.033103377,2016-03-05 23:59:59.999000+00:00
11.20400047,11.83600044,9.993610382,11.38290024,39112000,882886756.1,77562548.87,0.031623449,2016-03-06 23:59:59.999000+00:00
11.42879963,11.65190029,9.309490204,9.552630425,34085100,741166643.2,77587702.05,0.032429547,2016-03-07 23:59:59.999000+00:00
9.582139969,10.16639996,8.815770149,9.84720993,25524300,764269545.2,77612801.05,0.032349201,2016-03-08 23:59:59.999000+00:00
9.792420387,12.0546999,9.67098999,11.89799976,27540500,923733301.1,77637697.07,0.032077207,2016-03-09 23:59:59.999000+00:00
11.88150024,12.23929977,10.99110031,11.30500031,26851500,877988473.3,77663728.37,0.033529202,2016-03-10 23:59:59.999000+00:00
11.22159958,11.59990025,10.39369965,11.08279991,21002700,861012042.6,77689036.13,0.032586328,2016-03-11 23:59:59.999000+00:00
11.13070011,13.5333004,11.08769989,13.5333004,48957300,1051728778,77714138.23,0.032310998,2016-03-12 23:59:59.999000+00:00
13.51019955,15.25710011,13.4673996,14.47500038,43915100,1125287882,77740093.43,0.033398303,2016-03-13 23:59:59.999000+00:00
14.51220036,15.01299953,11.58209991,12.45259953,58385100,968384041.3,77765613.43,0.032827334,2016-03-14 23:59:59.999000+00:00
13.0017004,13.19779968,12.04679966,13.01000023,28404500,1012119266,77795484.1,0.038411146,2016-03-15 23:59:59.999000+00:00
13.02159977,13.73069954,12.49540043,12.52089977,24335500,974447124.7,77825646.93,0.038771954,2016-03-16 23:59:59.999000+00:00
12.55869961,12.64350033,10.44260025,11.08150005,41650600,865792702.5,78129558.15,0.390502658,2016-03-17 23:59:59.999000+00:00
11.10910034,11.17879963,8.52451992,10.99810028,53956800,859618881.2,78160669.51,0.03982022,2016-03-18 23:59:59.999000+00:00
11.20370007,11.20370007,9.776630402,10.53069973,26735700,823422649.6,78192586.51,0.040835113,2016-03-19 23:59:59.999000+00:00
10.5163002,10.90380001,9.570400238,10.31980038,17651100,807256577,78224049.62,0.040237977,2016-03-20 23:59:59.999000+00:00
10.30370045,12.01490021,10.16160011,11.86410046,28572600,928428770,78255302.47,0.03995299,2016-03-21 23:59:59.999000+00:00
11.87919998,12.02519989,11.17700005,11.2748003,19730300,883434496.8,78354779.98,0.127119195,2016-03-22 23:59:59.999000+00:00
11.32789993,12.43260002,11.23709965,12.41670036,19353200,973296474.8,78386080.57,0.039947262,2016-03-23 23:59:59.999000+00:00
12.44219971,12.50160027,10.80350018,11.23499966,26081800,881027910.3,78418151.93,0.040914618,2016-03-24 23:59:59.999000+00:00
11.26029968,11.37290001,10.52719975,10.7432003,13782000,842804288.8,78450020.97,0.040639871,2016-03-25 23:59:59.999000+00:00
10.76790047,11.18080044,10.58920002,10.97399998,9425480,861261382.6,78481992.36,0.040753836,2016-03-26 23:59:59.999000+00:00
10.9861002,11.05420017,10.11209965,10.41919994,16744800,818048966.6,78513606.74,0.040282331,2016-03-27 23:59:59.999000+00:00
10.4314003,11.86130047,10.40750027,11.66559982,23188300,916272915.5,78544860.93,0.039807356,2016-03-28 23:59:59.999000+00:00
11.75269985,11.91359997,11.34980011,11.65639973,17684200,915917612.4,78576372.95,0.040119772,2016-03-29 23:59:59.999000+00:00
11.60529995,12.17850018,11.46920013,11.95289993,19351200,939593767.1,78608017.52,0.040272376,2016-03-30 23:59:59.999000+00:00
11.9197998,12.01189995,11.31569958,11.4034996,14966700,896764774.2,78639435.76,0.039968236,2016-03-31 23:59:59.999000+00:00
11.40060043,11.85039997,11.40060043,11.66359997,11373100,917590806.5,78671320.08,0.040544951,2016-04-01 23:59:59.999000+00:00
11.63059998,11.68879986,11.3987999,11.59889984,8682620,912861403.6,78702412.83,0.039522349,2016-04-02 23:59:59.999000+00:00
11.62829971,11.70639992,11.50870037,11.61830044,5580550,914757198.6,78734166.27,0.040346205,2016-04-03 23:59:59.999000+00:00
11.6157999,11.6157999,11.0163002,11.1573,9599070,878817014.8,78766100.65,0.040559753,2016-04-04 23:59:59.999000+00:00
11.21249962,11.21249962,10.13469982,10.43809986,20557300,822498173.2,78797691.56,0.040107234,2016-04-05 23:59:59.999000+00:00
10.44979954,10.97000027,10.27729988,10.68540001,16997100,842318789.2,78828943.08,0.039660459,2016-04-06 23:59:59.999000+00:00
10.69519997,10.80970001,9.953630447,10.06970024,13464500,794097554,78860098.62,0.039522968,2016-04-07 23:59:59.999000+00:00
10.07740021,10.38749981,9.655579567,9.719590187,14660600,766797893.1,78891998.36,0.040451054,2016-04-08 23:59:59.999000+00:00
9.69423008,10.08889961,9.06814003,9.150620461,16194800,722193576.1,78922907.92,0.039179593,2016-04-09 23:59:59.999000+00:00
9.149849892,9.224720001,7.455639839,8.936340332,42613400,705565729.9,78954661.94,0.040234219,2016-04-10 23:59:59.999000+00:00
8.942779541,8.946640015,8.00317955,8.643790245,15138100,682735835.1,78985701.38,0.039312994,2016-04-11 23:59:59.999000+00:00
8.6394701,8.6394701,7.154160023,7.442309856,23190100,588069233.9,79017031.71,0.039665825,2016-04-12 23:59:59.999000+00:00
7.441359997,8.719770432,7.069220066,8.044420242,31403300,635899506.8,79048519.06,0.039848808,2016-04-13 23:59:59.999000+00:00
8.075169563,8.757040024,8.021519661,8.38724041,13590700,663262433.6,79079935.85,0.039743686,2016-04-14 23:59:59.999000+00:00
